"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Wood, Alex","622072","2021","585",26,6.7,".298",".304",33.1,5.3,40.5,"79.442460699","94.224620269",27.3,47.5
"Almonte, Yency","622075","2021","217",21.7,13.4,".361",".350",32.8,8.8,35,"76.416140147","93.168488088",26.6,42.7
"Antone, Tejay","622088","2021","127",33.1,9.4,".232",".288",31.4,10,37.1,"75.623075429","93.94431",33.5,41.2
"Zimmer, Kyle","622092","2021","223",20.6,13.5,".321",".334",26.5,9.5,38.1,"78.295620139","94.240153472",24.8,43.7
"Smith, Drew","622098","2021","165",24.8,9.7,".283",".303",33,9.4,40.6,"79.341412453","94.202850667",29,51.5
"Sborz, Josh","622250","2021","257",26.8,12.5,".310",".304",34,5.1,41.7,"81.880766667","94.514584839",33.5,48.7
"Staumont, Josh","622251","2021","264",27.3,10.2,".254",".303",36.2,8.6,45.4,"82.355699877","95.071966235",26.6,43.5
"Tate, Dillon","622253","2021","287",17.1,8,".310",".314",25,6.3,38,"74.860845294","94.190092843",22,45.9
"Weigel, Patrick","622256","2021","21",42.9,19,".387",".308",28.6,14.3,28.6,"58.57769","92.511921429",27.6,31.2
"Rodriguez, Jefry","622446","2021","112",17.9,15.2,".371",".376",32.4,8.1,40.5,"79.436447297","94.893155405",20.3,45.4
"Castillo, Luis","622491","2021","803",23.9,9.3,".318",".293",28.7,4.5,36.9,"76.302691128","93.565481809",28.7,49.3
"Mella, Keury","622492","2021","15",13.3,13.3,".736",".501",63.6,18.2,36.4,"84.733898333","93.398940909",18.2,44
"Crismatt, Nabil","622503","2021","351",20.2,6.8,".330",".312",29.4,6.9,34.3,"78.723939672","93.684150988",25.9,46.8
"Senzatela, Antonio","622608","2021","670",15.7,4.8,".323",".318",30.7,5.9,42.7,"79.742400117","94.861867695",19.5,48.1
"Severino, Luis","622663","2021","22",36.4,4.5,".161",".214",33.3,0,33.3,"74.070628333","92.439674167",34.1,44.9
"Hernández, Elieser","622694","2021","225",23.6,6.2,".353",".329",32.9,11,39.4,"79.822355333","94.511902",23.7,52.1
"Díaz, Miguel","622766","2021","172",26.7,11,".312",".345",37.4,11.2,43.9,"79.432099623","95.139784811",20.7,43
"Perdomo, Angel","622780","2021","79",35.4,20.3,".350",".341",27.3,18.2,42.4,"80.499960625","95.339332813",33.3,40.7
"Tinoco, Jesus","622786","2021","10",0,10,".919",".860",75,37.5,50,"83.4629775","97.29883125",18.8,50
"Sewald, Paul","623149","2021","264",39.4,9.1,".250",".262",36.3,12.6,40,"76.260119701","94.408798582",36.5,49.9
"Flexen, Chris","623167","2021","741",16.9,5.4,".311",".317",33.9,6.3,38.1,"79.435135442","94.030639187",19.2,49.8
"Hader, Josh","623352","2021","224",45.5,10.7,".200",".229",40.6,6.3,30.2,"76.79163766","93.128507527",45.2,50.9
"Zamora, Daniel","623354","2021","18",16.7,5.6,".386",".307",21.4,0,50,"80.580325714","95.433745",25,43.1
"Wieck, Brad","623364","2021","71",39.4,14.1,".237",".251",36.4,6.1,39.4,"83.365245294","94.606028788",28,40.3
"Anderson, Nick","623433","2021","24",4.2,8.3,".298",".547",47.6,23.8,42.9,"76.648159","95.009589",18.5,52.9
"Topa, Justin","623437","2021","23",4.3,4.3,".631",".333",33.3,9.5,42.9,"83.90018","95.547236667",7.1,47.7
"Anderson, Drew","623454","2021","91",9.9,6.6,".267",".315",28,5.3,37.3,"80.211683784","93.848754595",19.1,46
"Phillips, Evan","623465","2021","58",19,8.6,".263",".331",46.3,4.9,39,"77.416755714","94.799193171",22.7,52.5
"Newberry, Jake","623470","2021","24",20.8,12.5,".577",".461",56.3,18.8,37.5,"77.60914625","94.55681125",27.3,44
"Herget, Jimmy","623474","2021","78",25.6,5.1,".335",".290",35.3,3.9,31.4,"74.536976","93.0404336",31.5,43.5
"Goudeau, Ashton","623485","2021","141",15.6,12.1,".294",".299",28,6,32,"76.984953673","93.420983402",18.8,46.3
"Suárez, Ranger","624133","2021","418",25.6,7.9,".235",".250",24.2,2.6,31.1,"74.929194511","93.253236617",26.9,46.3
"Castellani, Ryan","624418","2021","17",11.8,23.5,".573",".531",40,20,50,"86.902288","96.976351",23.1,40
"Gonsalves, Stephen","624427","2021","18",22.2,11.1,".235",".240",0,0,27.3,"78.650805","92.493918182",28.6,51.2
"Thompson, Keegan","624522","2021","243",22.6,12.8,".326",".350",33.1,9.1,44.2,"79.239974737","94.876114238",23.9,46.7
"Hoyt, James","624586","2021","46",23.9,15.2,".405",".330",42.3,7.7,30.8,"79.375844615","92.218729615",37.3,41.2
"González, Victor","624647","2021","155",21.3,12.3,".313",".327",35,6,26,"68.465374694","92.265073571",27.6,45.6
"López, Reynaldo","625643","2021","222",24.8,5.9,".280",".299",39,9.1,38.3,"79.191886104","93.905787386",24.8,49
"Thorpe, Lewis","626929","2021","66",9.1,10.6,".310",".342",28.3,7.5,47.2,"76.511675185","95.126041887",13.7,46.6
"Maeda, Kenta","628317","2021","453",24.9,7.1,".325",".298",36,6.3,36.3,"76.149998792","93.737631717",29.3,49.6
"Núñez, Darien","628345","2021","33",24.2,12.1,".421",".358",23.8,14.3,33.3,"74.154388182","93.630448095",36.5,49.6
"Iglesias, Raisel","628452","2021","273",37.7,4.4,".261",".243",33.1,8.9,33.8,"74.063564359","93.193580129",40.9,53.5
"Urías, Julio","628711","2021","745",26.2,5.1,".266",".272",31.7,5.3,30.3,"74.37826752","92.763477541",24.1,51.3
"Crowe, Wil","640444","2021","524",21.2,10.9,".369",".347",33.4,9.4,37.1,"77.981150289","93.994251763",25.3,44.7
"Finnegan, Kyle","640448","2021","294",23.1,11.6,".324",".298",29.1,7.4,39.2,"77.28061413","94.353336885",25,47.6
"Harvey, Hunter","640451","2021","36",16.7,8.3,".323",".307",25.9,7.4,40.7,"80.918352857","94.801687778",11.8,48.9
"Manaea, Sean","640455","2021","754",25.7,5.4,".310",".312",34.5,8,41.2,"79.634341937","94.771894139",27.1,51.5
"Puk, A.J.","640462","2021","65",24.6,9.2,".341",".313",33.3,2.4,50,"85.190647619","96.278192439",24.8,44.9
"Stewart, Kohl","640464","2021","64",17.2,9.4,".373",".357",28.9,8.9,48.9,"82.257589091","95.250056818",21.2,41.8
"Alzolay, Adbert","640470","2021","519",24.7,6.6,".312",".326",33.8,9.9,38.1,"78.271738353","94.334088529",26.8,49.3
"López, Pablo","641154","2021","418",27.5,6.2,".293",".290",33,7.4,33.3,"74.771173657","93.34727573",25.7,50.8
"Alexander, Tyler","641302","2021","451",19.3,6.2,".315",".318",33.4,8.4,39.2,"76.686645636","94.176182879",20,50
"Anderson, Shaun","641312","2021","124",15.3,9.7,".391",".340",29.7,6.6,44,"81.282426667","94.405597667",27.1,48.1
"Bickford, Phil","641360","2021","207",28.5,9.2,".263",".274",23.8,7.9,39.7,"80.84754371","94.312064715",29.8,50.6
"Bowden, Ben","641386","2021","177",23.7,11.9,".374",".327",40.7,10.6,36.3,"77.891586481","93.79495463",27.7,46.1
"Brentz, Jake","641394","2021","278",27.3,13.3,".297",".322",35.4,8.2,38.6,"78.910472564","94.196878839",30,43.7
"Brogdon, Connor","641401","2021","235",21.3,7.7,".277",".265",26.5,5.4,31.3,"74.283060602","92.773394667",28.9,52.9
"Burdi, Zack","641420","2021","49",14.3,10.2,".410",".383",37.1,14.3,45.7,"80.347685556","94.977634286",31,47.5
"Castano, Daniel","641447","2021","92",14.1,8.7,".342",".377",38.6,10,37.1,"72.205087059","93.953498358",16.9,49.8
"Cortes Jr., Nestor","641482","2021","374",27.5,6.7,".285",".281",33.2,7.4,36.1,"78.157438083","94.077429916",23.6,48.3
"Dunning, Dane","641540","2021","511",22.3,8.4,".336",".332",31.4,8.1,43.5,"77.886593699","94.650115246",23.2,46.3
"Duplantier, Jon","641541","2021","70",17.1,11.4,".441",".395",33.3,14.6,39.6,"80.2921325","94.516511489",20,44.4
"Foster, Matt","641582","2021","174",23,7.5,".346",".362",37,9.2,44.5,"80.326758644","94.499756864",23.7,49.1
"Greene, Conner","641632","2021","121",21.5,9.9,".352",".320",36.3,5,33.8,"79.4114605","94.06543962",29.8,50.3
"Hatch, Thomas","641672","2021","45",17.8,13.3,".405",".405",36.7,16.7,50,"80.331701333","96.546431333",21.5,47.6
"Hendrix, Ryan","641682","2021","142",24.6,11.3,".366",".348",41.1,11.1,44.4,"82.539592727","95.157233295",32.9,40.6
"Honeywell Jr., Brent","641703","2021","21",19,14.3,".415",".447",35.7,14.3,57.1,"83.122945714","96.104496429",18.9,47.4
"Hudson, Dakota","641712","2021","34",17.6,2.9,".244",".219",23.1,0,15.4,"69.026096923","90.694322308",16.1,47.3
"Jefferies, Daulton","641726","2021","58",13.8,6.9,".278",".305",37.8,6.7,35.6,"79.791708696","93.041793556",17,50.9
"Jiménez, Joe","641729","2021","210",27.1,16.7,".336",".303",26.4,7.3,33.6,"79.06431","93.984322202",31.3,47.6
"Kay, Anthony","641743","2021","156",25,11.5,".384",".344",46.9,8.3,33.3,"74.8117825","93.342514375",25.7,47.9
"Keller, Brad","641745","2021","613",19.6,10.4,".358",".380",37,10.9,45,"78.653706172","95.050376316",22.2,44.8
"Kinley, Tyler","641755","2021","295",23.1,8.8,".308",".304",32.7,6.5,35.7,"79.284348081","93.722428985",29.2,51.3
"Kuhl, Chad","641771","2021","349",21.5,12,".347",".334",32.3,7.2,37.2,"77.806519818","93.845521",27,41.6
"Lauer, Eric","641778","2021","489",23.9,8.4,".280",".302",37.1,8.2,37.1,"80.05412882","93.94686109",23.9,48.6
"Littell, Zack","641793","2021","252",25,9.5,".287",".303",29.4,8,46,"79.91933475","94.903755375",28.4,52.1
"Mahle, Tyler","641816","2021","759",27.7,8.4,".308",".298",34.1,6.5,34.3,"77.107022328","93.357444017",28.4,45.2
"Mayza, Tim","641835","2021","211",27,6.2,".256",".271",25.4,3.6,32.6,"74.115937206","93.020715368",25.4,45.4
"McGowin, Kyle","641851","2021","128",27.3,10.9,".283",".283",31.2,6.5,32.5,"74.58184359","92.625837922",27.8,45.8
"Middleton, Keynan","641871","2021","140",17.1,13.6,".327",".342",37.9,9.5,31.6,"80.083165417","92.994619158",30.3,53.6
"Murphy, Patrick","641907","2021","128",22.7,7.8,".336",".340",36.5,7.1,45.9,"78.280457381","95.732297381",22.7,46.3
"Ober, Bailey","641927","2021","379",25.3,5,".330",".326",36.1,9.5,42.2,"77.926953","94.398345692",24.6,50.4
"Pagán, Emilio","641941","2021","263",26.2,6.8,".336",".329",42,13.8,45.4,"80.341121839","94.650556264",29.5,52.5
"Reed, Cody","642003","2021","42",16.7,14.3,".327",".342",39.3,3.6,32.1,"78.793165714","93.27269037",23.7,39.9
"Rogers, Josh","642028","2021","151",14.6,9.3,".326",".357",38.9,9.7,42.5,"78.943797321","94.316447477",18.3,48.2
"Saucedo, Tayler","642048","2021","109",17.4,9.2,".294",".319",26.9,5.1,35.9,"74.930888974","94.529880513",32,47
"Sheffield, Jordan","642068","2021","116",17.2,11.2,".260",".299",24.7,6.2,38.3,"78.042680976","94.063863951",23.4,45
"Sherfy, James","642073","2021","63",19,6.3,".293",".323",31.1,6.7,24.4,"78.333165","92.140182045",21.9,41.7
"Slegers, Aaron","642083","2021","149",16.8,10.1,".403",".340",25.9,6.5,40.7,"75.975241296","94.529077009",25,47.7
"Smith, Riley","642092","2021","301",12,5,".368",".347",38.6,7.3,41.1,"78.290251488","94.443854008",13.6,47.3
"Speier, Gabe","642100","2021","33",15.2,0,".288",".245",37,0,18.5,"74.488272143","90.735655556",22,47.6
"Sulser, Cole","642121","2021","257",28.4,8.9,".264",".274",29.2,8.1,39.8,"76.820884875","93.696537375",30.3,50.7
"Taylor, Blake","642130","2021","188",21.8,11.7,".310",".285",32,7.2,28.8,"73.640456129","92.005765447",24.6,44.7
"Trivino, Lou","642152","2021","310",21.6,11,".280",".319",31.4,7.8,33.8,"75.5002451","93.69423975",23.6,46.5
"Widener, Taylor","642203","2021","319",22.9,11.6,".343",".356",38.6,9.4,45,"79.109896061","94.754123249",23.1,45.9
"Williams, Devin","642207","2021","226",38.5,12.4,".268",".258",33,5.5,28.4,"74.436106296","92.501710556",42.8,46.3
"Yarbrough, Ryan","642232","2021","653",17.9,4.1,".325",".322",37.6,7.8,28.2,"72.605645569","92.517574959",21.1,48.8
"Yardley, Eric","642233","2021","89",5.6,11.2,".408",".362",26.8,7,40.8,"69.872071429","94.737332143",11.1,40
"Mejía, Francisco","642336","2021","14",0,0,".610",".465",25,16.7,33.3,"72.225403333","92.9876925",0,46.4
"Soto, Gregory","642397","2021","276",27.5,14.5,".285",".293",26.4,6.9,35.8,"78.491599744","94.114600256",31.3,45.2
"Loáisiga, Jonathan","642528","2021","283",24.4,5.7,".245",".229",20.5,3.1,24.1,"71.895815208","92.203125393",27.8,53
"Barria, Jaime","642545","2021","250",14,7.6,".361",".360",36.6,6.2,41.8,"79.320252887","94.599133679",19.1,46.2
"Peralta, Freddy","642547","2021","580",33.6,9.7,".252",".253",33.3,6,31.8,"75.491273974","92.848436603",34.1,45.6
"Santana, Dennis","642701","2021","237",19.4,13.5,".310",".346",35.3,6.4,35.9,"76.723779221","93.719473595",26.8,46.4
"Acevedo, Domingo","642758","2021","44",20.5,9.1,".328",".310",25.8,6.5,35.5,"74.271099375","93.385398387",28.4,54.6
"Fernández, Julian","642759","2021","33",12.1,12.1,".414",".342",28,8,40,"83.51863","93.5252944",23.6,47
"Guerra, Javy","642770","2021","18",16.7,11.1,".292",".319",23.1,0,53.8,"84.025587143","96.438673077",16.7,54.5
"Brault, Steven","643230","2021","127",15,9.4,".366",".363",30.5,9.5,44.2,"77.317645652","94.611090217",20.6,48.8
"Cimber, Adam","643256","2021","286",17.8,5.6,".263",".284",27.4,3.8,38.2,"76.223781143","93.783029857",19.9,51.1
"Dunn, Justin","643290","2021","218",22.5,13.3,".295",".339",33.1,8.8,37.5,"78.819777206","94.118094853",24.8,46.9
"Fry, Paul","643316","2021","215",27.9,16.3,".300",".312",27.6,6,34.5,"78.446085714","93.350955625",25.6,40.4
"Godley, Zack","643327","2021","21",23.8,23.8,".474",".440",30,10,50,"79.522592","96.157329",36.4,37.5
"Green, Chad","643338","2021","315",31.4,5.4,".262",".278",30.7,11.1,43.7,"77.940159293","94.461668731",32,52.7
"Jax, Griffin","643377","2021","360",18.1,8.1,".358",".358",33,12.6,43.7,"80.114459846","95.190341885",21.2,48.3
"Knight, Dusten","643400","2021","44",25,11.4,".357",".324",39.3,7.1,35.7,"79.824863571","94.440063571",29.1,42.5
"Pruitt, Austin","643493","2021","29",17.2,0,".327",".361",34.8,8.7,47.8,"87.062522727","96.503744091",22.2,57.3
"Rogers, Tyler","643511","2021","326",16.9,4,".269",".262",22.5,2,32,"72.622526935","93.07439379",16.5,51
"Zeuch, T.J.","643615","2021","74",10.8,12.2,".450",".466",36.8,15.8,50.9,"80.158711111","96.163860741",16.8,47.9
"Webb, Tyler","643778","2021","92",15.2,20.7,".390",".369",35.6,5.1,33.9,"76.184730345","93.515930345",19.3,43.6
"Alcantara, Sandy","645261","2021","837",24,6,".279",".288",29.9,6.1,39.4,"75.365831333","93.983632175",27.3,53.3
"Díaz, Jhonathan","646242","2021","59",15.3,11.9,".302",".365",40.5,9.5,33.3,"75.817690476","92.638279286",20,46.4
"Pop, Zach","647315","2021","246",20.7,9.8,".316",".307",24.5,6.1,33.1,"73.465332152","93.450283822",25.4,46.7
"Wells, Alex","649144","2021","197",13.2,8.1,".377",".387",36.8,8.6,47.4,"77.614105","95.130203092",16.4,42.8
"Madero, Luís","650347","2021","56",7.1,14.3,".435",".391",30.2,16.3,39.5,"77.898875909","93.875753488",15.3,39.7
"Hernández, Darwinzon","650382","2021","182",29.7,17,".320",".324",34.8,5.4,38,"76.712313778","94.006148222",31.8,40.5
"Mejía, J.C.","650496","2021","238",19.7,10.1,".385",".369",31.1,8.5,45.7,"80.563328025","95.08486179",20.8,45.6
"Garcia, Bryan","650530","2021","192",16.7,13,".401",".420",34.6,15,49.6,"82.169148182","96.025045725",22.8,45.7
"Abreu, Bryan","650556","2021","161",22.4,11.2,".330",".333",31.7,6.7,40.4,"80.085136538","94.018379135",31.1,45.3
"King, Michael","650633","2021","275",22.5,8.7,".298",".333",35.2,7.7,43.4,"76.945020989","94.645798453",24.9,46.9
"Civale, Aaron","650644","2021","498",19.9,6.2,".311",".333",33.8,8.2,39.3,"76.4232305","94.277432417",21.4,47.4
"Mejía, Humberto","650668","2021","105",19,8.6,".447",".360",42.1,7.9,34.2,"81.142165263","93.624494267",21.1,50.6
"Quijada, José","650671","2021","110",34.5,13.6,".294",".325",33.9,10.7,48.2,"70.107989286","95.247889821",31.4,45.3
"Santana, Edgar","650828","2021","175",18.9,6.9,".286",".313",26.2,6.2,39.2,"76.591996563","93.921808504",26.3,50.5
"Cabrera, Génesis","650893","2021","296",26,12.2,".283",".295",28.7,5.6,34.8,"78.305950575","93.319157283",26.2,47.6
"Castillo, Diego","650895","2021","233",32.2,7.3,".268",".259",26.5,8.1,38.2,"76.356870909","94.305405076",32.8,48.2
"Sánchez, Cristopher","650911","2021","59",22,11.9,".377",".281",20.5,5.1,33.3,"72.09312","92.933963333",23.1,49.3
"Diplán, Marcos","650959","2021","123",19.5,12.2,".308",".320",33.3,8.3,39.3,"80.354465714","94.52002381",25.1,45.9
"Rodríguez, Manuel","655889","2021","83",19.3,14.5,".353",".345",29.6,7.4,37,"74.117054074","93.095462222",25.2,45
"Abreu, Albert","656061","2021","156",22.4,12.2,".320",".338",37.4,8.1,29.3,"70.899717755","92.489253776",26.8,44.2
"Barnes, Charlie","656212","2021","175",11.4,9.1,".364",".371",37,6.7,40,"80.427961667","94.556972273",16.3,45
"Bielak, Brandon","656232","2021","218",21.1,9.6,".314",".309",33.8,4.7,34.5,"75.50995726","93.538613904",25.3,46.9
"Blewett, Scott","656240","2021","21",19,23.8,".325",".439",41.7,16.7,58.3,"88.103943333","96.703925833",18.2,47.8
"Bukauskas, J.B.","656266","2021","81",17.3,8.6,".404",".358",36.7,11.7,38.3,"79.642131","94.41594661",25.2,48.6
"Canning, Griffin","656288","2021","277",22.4,10.1,".358",".332",32.4,9.2,39.5,"78.812612717","94.456962623",30.3,49.5
"Carlton, Drew","656290","2021","19",5.3,21.1,".521",".442",28.6,7.1,42.9,"86.886332857","95.795980769",18.8,43.8
"Cease, Dylan","656302","2021","708",31.9,9.6,".295",".294",37,9.9,38.8,"78.65144905","94.13969505",34.6,46.8
"Coonrod, Sam","656322","2021","185",25.9,8.1,".303",".290",27.7,6.7,37,"73.6947745","93.572121597",24.9,49.6
"Davidson, Tucker","656353","2021","83",21.7,9.6,".287",".368",38.6,12.3,40.4,"78.415253214","94.291272321",27,50.2
"Davis, Austin","656354","2021","117",23.9,10.3,".314",".322",39.5,9.2,35.5,"72.15344","93.161443947",26.4,44
"Feyereisen, J.P.","656420","2021","234",22.6,14.1,".278",".303",29.7,8.1,39.9,"78.695901111","93.868419236",34.7,48.4
"Flaherty, Jack","656427","2021","322",26.4,8.1,".280",".337",38,9.3,41.5,"78.758709804","94.646929557",27.9,44.8
"Gilbert, Tyler","656457","2021","157",15.9,8.3,".267",".306",25.4,6.8,33.9,"79.19509","93.363837857",16.8,52.7
"Gilbreath, Lucas","656458","2021","185",23.8,12.4,".285",".283",28.2,4.3,23.1,"73.382732931","91.568159741",29.8,45.4
"Ginkel, Kevin","656464","2021","129",24,10.9,".383",".350",41.5,13.4,36.6,"74.949648049","93.166717407",24.9,45.5
"Hentges, Sam","656529","2021","318",21.4,10.1,".377",".356",33.9,9.6,42.7,"77.136382222","94.764241944",24,45.2
"Hoffman, Jeff","656546","2021","335",23.6,13.4,".345",".328",35.9,7.3,39.8,"78.082280784","94.083131176",29.8,44.4
"Holloway, Jordan","656548","2021","158",22.8,16.5,".284",".310",31.3,8.3,31.3,"79.213065208","92.978901875",27.2,40.4
"Houck, Tanner","656557","2021","285",30.5,7.4,".271",".277",31,8.2,35.1,"75.443559286","93.458621667",30.9,46.7
"Jackson, Andre","656578","2021","50",20,12,".316",".298",29.4,8.8,26.5,"80.768619375","92.971919032",29.6,49.2
"Keller, Mitch","656605","2021","470",19.6,10.4,".379",".359",40.1,6.8,47.5,"82.504029748","94.946510347",20.2,46.1
"Klobosits, Gabe","656620","2021","52",9.6,9.6,".314",".295",17.1,2.4,48.8,"81.086806","95.62877175",18.8,52.1
"Kopech, Michael","656629","2021","285",36.1,8.4,".280",".260",31.2,8.9,35.7,"78.178539868","93.445508411",32.8,46.5
"Lange, Alex","656638","2021","162",24.1,9.9,".335",".366",35.6,13.5,52.9,"84.687894038","96.380954423",32,48.4
"Latz, Jacob","656641","2021","19",21.1,0,".409",".291",46.7,13.3,53.3,"79.68834","94.025601333",20.5,52.4
"Martin, Brett","656685","2021","264",15.9,5.3,".293",".290",26.9,3.4,33.7,"77.874141569","93.141460296",22.7,53.4
"Martin, Corbin","656686","2021","86",15.1,16.3,".461",".453",39.7,13.8,51.7,"85.052222143","96.217830182",19.4,45.3
"McRae, Alex","656725","2021","10",10,10,".333",".440",25,12.5,50,"70.0343075","95.418325",26.9,53.1
"Megill, Trevor","656730","2021","115",26.1,7,".424",".348",36.8,10.5,46.1,"80.850564474","95.4341384",25.5,47
"Megill, Tylor","656731","2021","379",26.1,7.1,".332",".302",30.4,10,42,"79.309204146","94.438085429",25.9,50
"Montgomery, Jordan","656756","2021","661",24.5,7.7,".299",".310",35.4,7.4,36.5,"76.20211733","93.84232457",29,50.4
"Nelson, Nick","656793","2021","78",28.2,20.5,".380",".360",54.1,5.4,43.2,"79.297363684","94.498093243",30.3,45
"Newcomb, Sean","656794","2021","150",28.7,18,".327",".321",34.6,2.6,34.6,"75.135944474","93.617031579",26.5,45.5
"Norwood, James","656803","2021","23",13,13,".335",".407",41.2,5.9,41.2,"74.889151111","94.093047647",23.4,50
"Overton, Connor","656818","2021","63",23.8,7.9,".303",".312",41.9,2.3,39.5,"79.188634545","93.062569535",24.8,51.5
"Peterson, David","656849","2021","287",24,10.1,".345",".367",38,9.8,42.9,"79.023637303","95.136521966",25.1,46.8
"Rasmussen, Drew","656876","2021","307",23.8,8.1,".252",".295",30.1,5.7,50.2,"80.714016408","95.651138689",25.4,47.1
"Reid-Foley, Sean","656887","2021","92",28.3,9.8,".326",".313",38.6,10.5,49.1,"80.510475","94.810894821",28.9,46.6
"Scott, Tanner","656945","2021","251",27.9,14.7,".321",".328",33.3,5.1,35.5,"80.394981176","94.086426103",36.8,44
"Sheffield, Justus","656954","2021","385",16.4,11.2,".390",".396",32.1,11.7,47.1,"82.84125637","96.083897658",19.8,44.3
